                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.1749,                0.65506,                 1.2097,                 0.8821,                0.74644,                0.81686,                 0.5205,                 1.2779,                0.67041,                 1.2994,              0.0013664,              0.0013664,              0.0013664
                     19,                 1.1793,                0.65294,                 1.2131,                 0.8693,                0.75232,                0.82066,                0.52241,                   1.28,                0.67825,                 1.2978,              0.0013268,              0.0013268,              0.0013268
                     20,                 1.1687,                0.65937,                 1.2061,                  0.878,                0.75975,                0.82202,                0.52965,                 1.2626,                0.65713,                  1.289,              0.0012872,              0.0012872,              0.0012872
                     21,                 1.1597,                0.64493,                 1.2078,                0.87276,                0.75594,                0.81971,                 0.5198,                 1.2927,                0.66796,                 1.3189,              0.0012476,              0.0012476,              0.0012476
                     22,                 1.1586,                0.65213,                 1.2014,                0.87311,                0.75348,                0.82248,                0.52176,                 1.2866,                0.65783,                 1.3045,               0.001208,               0.001208,               0.001208
                     23,                 1.1461,                0.63793,                 1.1949,                0.88225,                0.75522,                0.82579,                0.52353,                 1.2756,                0.65471,                 1.3024,              0.0011684,              0.0011684,              0.0011684
                     24,                 1.1541,                0.63595,                 1.1939,                0.88701,                0.75232,                0.82417,                0.52334,                 1.2689,                0.67211,                 1.2968,              0.0011288,              0.0011288,              0.0011288
                     25,                  1.159,                0.64104,                   1.19,                0.86545,                 0.7645,                0.82059,                 0.5172,                 1.2703,                0.66963,                 1.2963,              0.0010892,              0.0010892,              0.0010892
                     26,                 1.1369,                0.63184,                 1.1853,                 0.8548,                0.76566,                0.81925,                0.52584,                 1.2698,                0.65516,                 1.2938,              0.0010496,              0.0010496,              0.0010496
                     27,                 1.1379,                0.64349,                 1.1894,                0.86732,                0.75638,                0.82067,                0.53047,                  1.255,                0.65603,                 1.2835,                0.00101,                0.00101,                0.00101
                     28,                  1.148,                0.63789,                 1.1813,                0.87791,                0.75493,                0.82281,                0.52579,                 1.2709,                0.63995,                 1.2845,              0.0009704,              0.0009704,              0.0009704
                     29,                 1.1369,                0.62447,                  1.184,                0.88083,                0.76044,                0.82619,                0.52757,                  1.273,                0.64438,                 1.3017,              0.0009308,              0.0009308,              0.0009308
                     30,                 1.1315,                 0.6071,                  1.176,                 0.8812,                0.76044,                0.82998,                0.53326,                 1.2576,                0.63905,                 1.2888,              0.0008912,              0.0008912,              0.0008912
                     31,                 1.1274,                0.61189,                 1.1755,                0.86134,                0.77828,                0.83163,                  0.528,                 1.2642,                0.64339,                 1.2897,              0.0008516,              0.0008516,              0.0008516
                     32,                 1.1229,                0.60464,                 1.1699,                 0.8744,                0.77532,                0.83085,                0.53099,                 1.2732,                0.63286,                 1.2976,               0.000812,               0.000812,               0.000812
                     33,                 1.1112,                0.61242,                 1.1685,                0.89235,                0.76451,                0.83373,                0.53168,                 1.2544,                0.63117,                 1.2821,              0.0007724,              0.0007724,              0.0007724
                     34,                 1.1278,                0.61561,                 1.1726,                 0.8902,                 0.7616,                0.83163,                0.53223,                 1.2625,                0.62333,                 1.2869,              0.0007328,              0.0007328,              0.0007328
                     35,                 1.1191,                0.59771,                 1.1728,                0.89202,                0.75708,                0.82937,                0.53502,                 1.2535,                0.63022,                 1.2873,              0.0006932,              0.0006932,              0.0006932
                     36,                 1.1122,                0.59312,                 1.1651,                0.88507,                0.76834,                0.83143,                0.53789,                 1.2567,                0.62559,                 1.2888,              0.0006536,              0.0006536,              0.0006536
                     37,                 1.1142,                0.60044,                 1.1647,                0.86264,                0.77591,                0.83125,                0.53289,                 1.2565,                0.62072,                 1.2855,               0.000614,               0.000614,               0.000614
                     38,                 1.1201,                0.59634,                 1.1656,                0.88167,                 0.7645,                 0.8316,                0.52972,                 1.2621,                0.62791,                 1.2952,              0.0005744,              0.0005744,              0.0005744
                     39,                 1.1017,                0.59189,                 1.1726,                0.88275,                 0.7773,                0.83642,                0.53196,                 1.2684,                0.61908,                 1.2901,              0.0005348,              0.0005348,              0.0005348
                     40,                 1.1128,                0.58836,                 1.1648,                0.87805,                 0.7732,                0.83432,                 0.5374,                 1.2497,                0.62067,                 1.2818,              0.0004952,              0.0004952,              0.0004952
                     41,                 1.0785,                0.54057,                 1.1559,                0.87065,                0.77303,                0.83204,                0.53323,                 1.2543,                0.62394,                 1.2874,              0.0004556,              0.0004556,              0.0004556
                     42,                 1.0721,                0.52678,                 1.1574,                0.86806,                0.77851,                0.83106,                0.53221,                 1.2642,                0.62453,                 1.2866,               0.000416,               0.000416,               0.000416
                     43,                 1.0781,                0.52805,                 1.1445,                0.87106,                0.77194,                0.82948,                0.53521,                 1.2577,                0.62857,                 1.2813,              0.0003764,              0.0003764,              0.0003764
                     44,                 1.0602,                0.51876,                 1.1459,                0.87113,                0.77632,                0.83179,                0.53648,                 1.2535,                 0.6144,                 1.2834,              0.0003368,              0.0003368,              0.0003368
                     45,                 1.0734,                0.51607,                 1.1434,                0.88308,                0.76669,                0.83112,                0.53438,                 1.2519,                  0.617,                 1.2816,              0.0002972,              0.0002972,              0.0002972
                     46,                 1.0532,                0.50721,                 1.1396,                  0.884,                0.76218,                0.83029,                0.53808,                 1.2429,                0.61644,                 1.2738,              0.0002576,              0.0002576,              0.0002576
                     47,                 1.0531,                0.50643,                 1.1321,                0.87154,                0.78316,                0.83197,                 0.5389,                 1.2464,                0.61668,                 1.2776,               0.000218,               0.000218,               0.000218
                     48,                 1.0472,                0.50258,                 1.1376,                0.87554,                 0.7848,                0.83287,                0.53705,                 1.2502,                0.61553,                 1.2835,              0.0001784,              0.0001784,              0.0001784
                     49,                 1.0438,                0.49974,                 1.1363,                0.87065,                0.78364,                0.83372,                0.53812,                 1.2498,                0.61658,                  1.284,              0.0001388,              0.0001388,              0.0001388
                     50,                 1.0411,                0.49934,                 1.1274,                0.87156,                0.78596,                0.83247,                0.53837,                 1.2445,                0.61406,                 1.2801,               9.92e-05,               9.92e-05,               9.92e-05
